FID,Status,Score,Match_type,Match_addr,Number,LONGITUDE,LATITUDE,UID,ProgType,Agency,ProgName,InvType,BedType,TargetPop,SubPop,PopB,PopC,McKVento,UtilizRate,Address,Address2,City_1,ZIP,GEOID,Contact,Title,Phone,Email,SPA,SD,CD,CTs,Beds,Units,PIT,SkidRow,Veterans
350,M,100,A,"11500 Paramount Blvd, Downey, CA, 90241",1,-118.139571,33.94039,072-010075,ES,"Southern California Alcohol and Drug Program, Inc.",Angel Step Inn South - Downey,C,Facility-based beds,SFHC,Family,DV, ,Yes,0.47,11500 Paramount Blvd.,Corporate Office,Downey,90241,61032,Margie Lopez,Director,(562) 461-9272,margielopezastoo@hotmail.com,SPA 7,SD 4,NA,551300,32, ,15, , 
351,M,100,A,"12612 Wilmington Ave, Compton, CA, 90222",1,-118.238942,33.917871,011-001134,PSH,A Community of Friends,Willow Apartments (S+C),C,0,SMF+HC,Family,NA,Mentally Ill,Yes,0.95,12612 Wilmington Ave., ,Compton,90222,69037,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 6,SD 2,NA,541400,58, ,55, , 
352,M,100,A,"9217 Washburn Rd, Downey, CA, 90242",1,-118.124904,33.924367,110-009607,PSH,The Serra Project,CHOISS Program - SPA 7 (a),C,0,SMF+HC,Family,HIV,Multi-Diagnosed,Yes,1,9217 WASHBURN RD, ,Downey,90242,61032,Erik Enriquez,CHOISS Program Manager,(323) 344-4861,eenriquez@alliancehh.org,0,SD 4,NA,551100,23, ,23, , 
353,M,89.04,M,"2129 E El Segundo Blvd, Compton, CA, 90222",1,-118.234737,33.916336,509-019850,PSH,Deep Green Housing Development,Mason Court,C,0,HC,Family,NA, ,Yes,1,21129 E El Segundo Ave, ,Compton,90222,60804,,,,,SPA 6,SD 2,NA,541603,44, ,44, , 
355,M,100,A,"4431 W 137th Pl, Hawthorne, CA, 90250",1,-118.353819,33.907024,300-009250,TH,Richstone Family Center,Richstone - THP Plus and Transitional Living I,C,0,SF,Youth,NA,Youth (Emancipated Foster Youth),No,1,4431 W 137TH PL, ,Hawthorne,90250,61596,Jolie Laurent,Director of Programs,(310) 970-1921,jlaurent@richstonefamily.org,SPA 8,SD 2,NA,602402,7, ,7, , 
356,M,100,A,"6337 Middleton St, Huntington Park, CA, 90255",1,-118.229072,33.982835,417-017500,PSH,LINC Cares,Mosaic Gardens at Huntington Park,N,0,SMF+HC,Youth,NA,Youth (Ages 18-25),No,0.93,6337 Middleton Street, ,Huntington Park,90255,61698,Allison Riley,Senior Project Manager,(562) 684-1120,ariley@linchousing.org,SPA 7,SD 1,NA,532604,30, ,28, , 
357,M,100,A,"1736 Monterey Blvd, Hermosa Beach, CA, 90254",1,-118.399321,33.866545,045-001022,ES,1736 Family Crisis Center,Emergency Youth Shelter,C,Facility-based beds,YMF,Youth,NA, ,Yes,0.17,1736 Monterey Blvd., ,Hermosa Beach,90254,69037,Rachel Citron,Dir. Contracts & QA,(323) 373-3904,rcitron@1736fcc.org,SPA 8,SD 4,NA,621002,6, ,1, , 
358,M,100,A,"2610 Industry Way, Lynwood, CA, 90262",1,-118.227064,33.923455,037-010008,PSH,South Central Health & Rehabilitation Program,HACoLA Shelter Plus Care,C,0,SMF+HC,Family,NA,Mentally Ill,Yes,0.68,2610 INDUSTRY WAY,Ste A,Lynwood,90262,62118,Julie Elder,Contract Specialist,(310) 631-8004,skyelder1@earthlink.net,SPA 6,SD 2,NA,540501,37, ,25, , 
359,M,100,A,"4046 Marine Ave, Lawndale, CA, 90260",1,-118.345113,33.894596,267-006000,TH,House of Yahweh,Transitional Program,C,0,SMF+HC,Family,NA,NA,No,1,4046 Marine Ave, ,Lawndale,90260,69037,Sister Michelle Morris,Executive Director,(310) 675-1384,spikechar@aol.com,SPA 8,SD 2,NA,603800,29, ,29, , 
360,M,100,A,"8650 California Ave, South Gate, CA, 90280",1,-118.205752,33.955908,503-019401,RRH,Helpline Youth Counseling,South Gate Rapid Re-housing,N,0,SMF+HC,Family,NA, ,Yes,0,8650 California Ave, ,South Gate,90280,63528,,,,,SPA 7,SD 1,NA,535702,1, ,0, , 
361,M,100,A,"650 Westminster Ave, Venice, CA, 90291",1,-118.466201,33.994627,336-011850,TH,Venice Community Housing Corporation,Westminster Transitional Living Center,C,0,HC,Family,NA,NA,Yes,0.66,650 WESTMINSTER AVE, ,Venice,90291,62118,Timothy Sweeney,Director of Programs,(310) 573-8403,tsweeney@vchcorp.org,SPA 5,SD 3,CD 11,273200,32, ,21, , 
362,M,100,A,"15 Horizon Ave, Venice, CA, 90291",1,-118.4742,33.988328,336-011856,PSH,Venice Community Housing Corporation,Horizon Apartments,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.16,15 HORIZON AVE, ,Venice,90291,62118,Timothy Sweeney,Director of Programs,(310) 573-8403,tsweeney@vchcorp.org,SPA 5,SD 3,CD 11,273500,19, ,3, , 
363,M,100,A,"204 Lincoln Blvd, Venice, CA, 90291",1,-118.468695,34.001812,336-011855,PSH,Venice Community Housing Corporation,Venice Community Housing Corp - Scattered Sites,C,0,SMF,Individual,NA,Chronically Homeless,Yes,1,204 LINCOLN BLVD, ,Venice,90291,62118,Timothy Sweeney,Director of Programs,(310) 573-8403,tsweeney@vhcorp.org,SPA 5,SD 3,CD 11,273100,35, ,35, , 
364,M,100,A,"204 Hampton Dr, Venice, CA, 90291",1,-118.478302,33.997964,085-010223,RRH,St. Joseph Center,First 5 LA Rental Assistance,C,0,HC,Family,NA,NA,No,1,204 HAMPTON DR, ,Venice,90291,62118,Haley Fuselier,Program Manager,(310) 399-6878 x 400,hfuselier@stjosephctr.org,SPA 5,SD 3,CD 11,273300,191, ,191, , 
365,M,100,A,"204 Hampton Dr, Venice, CA, 90291",1,-118.478302,33.997964,085-010227,ES,St. Joseph Center,Coordinated Assessment Motel Vouchers,C,Voucher beds,HC,Family,NA, ,No,1,204 HAMPTON DR, ,Venice,90291,62118,Haley Fuselier,Program Manager,(310) 399-6878 x 400,hfuselier@stjosephctr.org,SPA 5,SD 3,CD 11,702100,37, ,37, , 
366,M,100,A,"204 Hampton Dr, Venice, CA, 90291",1,-118.478302,33.997964,085-010220,RRH,St. Joseph Center,FSC Rapid Re-Housing,N,0,HC,Family,NA,NA,Yes,1,204 HAMPTON DR, ,Venice,90291,62118,Julie DeRose,Director of Programs,(310) 874-2806,jderose@stjosephctr.org,SPA 5,SD 3,CD 11,273300,2, ,2, , 
367,M,100,A,"503 Grand Blvd, Venice, CA, 90291",1,-118.467166,33.98836,259-005300,TH,"Harvest Home, Inc.",Harvest Home,C,0,SMF+HC,Family,NA,NA,No,0,503 Grand Blvd., ,Venice,90291,62118,Jessica Pham,Director of Programs and Operations,(310) 452-1223,jpham@theharvesthome.net,SPA 5,SD 3,CD 11,273500,8, ,0, , 
368,M,100,A,"204 Hampton Dr, Venice, CA, 90291",1,-118.478302,33.997964,085-010205,PSH,St. Joseph Center,HACLA Shelter Plus Care/ Homeless Section 8/ TBSH,C,0,SMF+HC,Family,NA,NA,Yes,0.99,204 HAMPTON DR, ,Venice,90291,62118,Courtney White,Division Manager, ,cwhite@stjosephctr.org,SPA 5,SD 3,CD 11,702100,145, ,144, , 
369,M,100,A,"204 Hampton Dr, Venice, CA, 90291",1,-118.478302,33.997964,085-010215,PSH,St. Joseph Center,St. Joseph Center- Scattered Sites,C,0,SMF+HC,Family,NA,NA,No,1,204 HAMPTON DR, ,Venice,90291,62118,Haley Fuselier,Program Manager,(310) 399-6878 x 400,hfuselier@stjosephctr.org,SPA 5,SD 3,CD 11,273300,144, ,144, , 
370,M,100,A,"733 Hindry Ave, Inglewood, CA, 90301",1,-118.37362,33.954336,027-010967,RRH,"United States Veterans Initiative, Inc.",SSVF - Supportive Services for Veteran Families,N,0,HC,Family,NA, ,No,1,733 HINDRY AVE, ,Inglewood,90301,61740,Felicia Howard,Operations Manager,(310) 348-7600 x 3164,fhoward@usvetsinc.org,SPA 8,SD 2,NA,601401,7, ,7, ,Veterans
371,M,100,A,"733 Hindry Ave, Inglewood, CA, 90301",1,-118.37362,33.954336,027-010964,PSH,United States Veterans Initiative / Cantwell-Anderson,Westside Residence Hall II,C,0,SMF,Individual,NA, ,No,0.98,733 HINDRY AVE, ,Inglewood,90301,61740,Felicia Howard,Operations Manager,(310) 348-7600 x 3164,fhoward@usvetsinc.org,SPA 8,SD 2,NA,601401,196, ,193, ,Veterans
372,M,100,A,"503 Olympic Blvd, Santa Monica, CA, 90401",1,-118.489313,34.013299,066-008116,ES,OPCC,Westside Access Center,C,Voucher beds,SMF,Individual,NA,Chronically Homeless,No,0,503 Olympic Blvd., ,Santa Monica,90401,63384,Cherry Castillo,Project Director-Administration,(310) 450-4050,ccastillo@opcc.net,SPA 5,SD 3,NA,701900,2, ,0, , 
373,M,100,A,"733 Hindry Ave, Inglewood, CA, 90301",1,-118.37362,33.954336,027-010951,TH,"United States Veterans Initiative, Inc.",GPD - Father's Program,C,0,SM,Individual,NA,NA,No,0.37,733 HINDRY AVE, ,Inglewood,90301,61740,Felicia Howard,Operations Manager,(310) 348-7600 x 3164,fhoward@usvetsinc.org,SPA 8,SD 2,NA,601401,35, ,13, ,Veterans
374,M,100,A,"733 Hindry Ave, Inglewood, CA, 90301",1,-118.37362,33.954336,027-010952,TH,"United States Veterans Initiative, Inc.",GPD - High Barriers,C,0,SM,Individual,NA,Seniors (Aged 55+),No,0.28,733 HINDRY AVE, ,Inglewood,90301,61740,Felicia Howard,Operations Manager,(310) 348-7600 x 3164,fhoward@usvetsinc.org,SPA 8,SD 2,NA,601401,18,,5,,Veterans
375,M,100,A,"1020 12th St, Santa Monica, CA, 90403",1,-118.493637,34.027647,180-011000,TH,Upward Bound house,Upward Bound House Family Place,C,0,HC,Family,NA,NA,Yes,0.69,1020 12TH ST, ,Santa Monica,90403,63384,Keri Homolka,Administrative Assistant,(310) 306-1865,khomolka@upwardboundhouse.org,SPA 5,SD 3,NA,701501,71, ,49, , 
377,M,100,A,"733 Hindry Ave, Inglewood, CA, 90301",1,-118.37362,33.954336,027-010953,TH,"United States Veterans Initiative, Inc.",GPD - Veterans in Progress Program,C,0,SMF,Individual,NA,NA,Yes,1.01,733 HINDRY AVE, ,Inglewood,90301,61740,Felicia Howard,Operations Manager,(310) 348-7600 x 3164,fhoward@usvetsinc.org,SPA 8,SD 2,NA,601401,100, ,101, ,Veterans
378,M,100,A,"733 Hindry Ave, Inglewood, CA, 90301",1,-118.37362,33.954336,027-010955,TH,"United States Veterans Initiative, Inc.",GPD - Westside Residence Hall,C,0,SMF,Individual,NA,NA,Yes,0.54,733 HINDRY AVE, ,Inglewood,90301,61740,Nicole Ward,Program Manager,(310) 744-6502,nward@usvetsinc.org,SPA 8,SD 2,NA,601401,325, ,174, ,Veterans
380,M,100,A,"2624 Santa Monica Blvd, Santa Monica, CA, 90404",1,-118.474009,34.033481,089-010451,PSH,"Step Up On Second Street, Inc.",Daniel's Village,C,0,SMF,Youth,NA,Youth (Ages 18-25),No,1,2624 SANTA MONICA BLVD, ,Santa Monica,90404,63384,Aaron Criswell,Director of Supportive Services,(310) 394-6889 x 32,aaron@stepuponsecond.org,SPA 5,SD 3,NA,701701,7, ,7, , 
381,M,100,A,"1104 Washington Ave, Santa Monica, CA, 90403",1,-118.494717,34.027267,180-011007,OPH,Upward Bound house,Homeless Section 8 Voucher Program (HACLA),C,0,HC,Family,NA,NA,Yes,1,1104 WASHINGTON AVE, ,Santa Monica,90403,63384,Karen Acfalle,Program Director,(310) 458-7779,kacfalle@upwardboundhouse.org,SPA 5,SD 3,NA,701501,32, ,32, , 
382,M,85.48,M,"7160 W Sunset Blvd, Los Angeles, CA, 90046",1,-118.346128,34.097929,089-010460,PSH,"Step Up On Second Street, Inc.",Michael's Village,C,0,SMF,Individual,NA,Mentally Ill,No,0.93,7160 Sunset Blvd, ,Santa Monica,90404,63384,Aaron Criswell,Director of Supportive Services,(310) 394-6889 x 32,aaron@stepuponsecond.org,SPA 4,SD 3,CD 4,189902,30, ,28, , 
383,M,100,A,"1751 Cloverfield Blvd, Santa Monica, CA, 90404",1,-118.470587,34.025825,066-008102,ES,OPCC,Daybreak Emergency Shelter,C,Facility-based beds,SF,Youth,NA,Mentally Ill,Yes,0.8,1751 Cloverfield Blvd, ,Santa Monica,90404,63384,Cheron Zekavat,Project Director,(310) 450-0650,czekavat@opcc.net,SPA 5,SD 3,NA,701801,10, ,8, , 
384,M,100,A,"1453 16th St, Santa Monica, CA, 90404",1,-118.482927,34.024955,066-008112,ES,OPCC,Sojourn Services for Battered Women and Their Children,C,Facility-based beds,SFHC,Family,DV,NA,No,0.5,1453 16th St., ,Santa Monica,90404,63384,Mayerly Vanegas,Residential Programs Manager,(310) 264-6646 x 229,mvanegas@opcc.net,SPA 5,SD 3,NA,701702,30, ,15, , 
385,M,100,A,"1453 16th St, Santa Monica, CA, 90404",1,-118.482927,34.024955,066-008114,TH,OPCC,Sojourn - Services for Battered Women and Their Children,C,0,SMF+HC,Family,DV,NA,No,0.32,1453 16th St., ,Santa Monica,90404,63384,John Maceri,Executive Director,(310) 264-6646 x 229,jmaceri@opcc.net,SPA 5,SD 3,NA,701702,22, ,7, , 
386,M,100,A,"1328 2nd St, Santa Monica, CA, 90401",1,-118.498197,34.015784,089-010457,PSH,"Step Up On Second Street, Inc.",HUD Supportive Housing Program - Step up On 5th,C,0,SMF,Individual,NA,Mentally Ill,Yes,0.88,1328 2ND ST, ,Santa Monica,90401,63384,Aaron Criswell,Director of Supportive Services,(310) 394-6889 x 32,aaron@stepuponsecond.org,SPA 5,SD 3,NA,701900,33, ,29, , 
387,M,100,A,"1447 16th St, Santa Monica, CA, 90404",1,-118.483016,34.025032,066-008115,TH,OPCC,Turning Point Transitional Housing,C,0,SMF,Individual,NA,Chronically Homeless,Yes,1,1447 16th Street, ,Santa Monica,90404,63384,Patricia Bauman,Project Director,(310) 828-6717,pbauman@opcc.net,SPA 5,SD 3,NA,701702,28, ,28, , 
388,M,100,A,"1328 2nd St, Santa Monica, CA, 90401",1,-118.498197,34.015784,089-010462,OPH,"Step Up On Second Street, Inc.",Homeless Section 8 Voucher Program (HACLA),C,0,SMF,Individual,NA,Mentally Ill,Yes,0.38,1328 2ND ST, ,Santa Monica,90401,63384,Aaron Criswell,Director of Supportive Services,(310) 394-6889,aaron@stepuponsecond.org,SPA 5,SD 3,NA,701900,40, ,15, , 
389,M,100,A,"1901 Main St, Santa Monica, CA, 90405",1,-118.489542,34.007883,324-003250,PSH,City of Santa Monica,2007 Shelter Plus Care Program - Main Grant,C,0,SMF+HC,Family,NA,Mentally Ill,Yes,0.97,1901 Main St, Suite A,Santa Monica,90405,63384,Katie Maeng,Administrative Analyst,(310) 458-8701,Katie.Maeng@SMGOV.NET,SPA 5,SD 3,NA,702000,151, ,147, , 
390,M,100,A,"506 Ocean Park Blvd, Santa Monica, CA, 90405",1,-118.480418,34.004504,110-009603,PSH,The Serra Project,CHOISS SPA 5,C,0,SMF+HC,Family,HIV,Multi-Diagnosed,Yes,1,506 OCEAN PARK BLVD, ,Santa Monica,90405,63384,Erik Enriquez,CHOISS Program Manager,(323) 344-4861,eenriquez@alliancehh.org,0,SD 3,NA,702100,5, ,5, , 
391,M,100,A,"1901 Main St, Santa Monica, CA, 90405",1,-118.489542,34.007883,324-003261,PSH,City of Santa Monica,2008 SMHA S+C Award - Expansion,C,0,SMF,Individual,NA,Chronically Homeless,Yes,1,1901 Main St, Suite A,Santa Monica,90405,63384,Katie Maeng,Administrative Analyst,(310) 458-8701,Katie.Maeng@SMGOV.NET,SPA 5,SD 3,NA,702000,19, ,19, , 
392,M,100,A,"1901 Main St, Santa Monica, CA, 90405",1,-118.489542,34.007883,324-003252,PSH,City of Santa Monica,City of Santa Monica Serial Inebriate-Outreach Program,C,0,SMF,Individual,NA,Substance Abusers,Yes,0.77,1901 Main St, Suite A,Santa Monica,90405,63384,Barbara Collins,Housing Manager,(310) 458-8702,barbara.collins@smgov.net,SPA 5,SD 3,NA,702000,30, ,23, , 
393,M,100,A,"2019 14th St, Santa Monica, CA, 90405",1,-118.475414,34.015599,323-011750,TH,YWCA of Santa Monica/Westside,Housing and Education Program,C,0,SF,Youth,NA,Youth (Emancipated Foster Youth),No,0.6,2019 14TH ST, ,Santa Monica,90405,63384,Sharon Wunder,Director of Transitional Housing and Education Program,(310) 314-1466,swunder@smywca.org,SPA 5,SD 3,NA,702201,10, ,6, , 
394,M,100,PP, ,1,-118.037405,33.965884,398-016650,ES,Women & Children's Crisis Shelter,Women & Children's Crisis Shelter,C,Facility-based beds,SFHC,Family,DV,NA,No,0.22,Confidential, ,Whittier,90602,64074,Angelina Coe,Executive Director,(562) 945-3937,acoe@dvshelter.org,SPA 7,SD 4,NA,501501,32, ,7, , 
395,M,100,A,"12426 Whittier Blvd, Whittier, CA, 90602",1,-118.045014,33.971889,320-011552,TH,Whittier Area First Day Coalition,Recovery From Homelessness Program I,C,0,SMF,Individual,NA,NA,No,0.13,12426 WHITTIER BLVD, ,Whittier,90602,64074,Maria Alcala,Prevention Case Manager/Housing Navigator,(562) 945-4304,maria@whittierfirstday,SPA 7,SD 4,NA,502100,45, ,6, , 
396,M,92.5,A,"1453 16th St, Santa Monica, CA, 90404",1,-118.482927,34.024955,066-008110,PSH,OPCC,S+C Tenant Based Project (Santa Monica) - HACLA 2,C,0,SMF+HC,Family,NA,Chronically Homeless,Yes,0.92,1453 16th Street, ,Santa Monica,90405,63384,Theresa Jones,Housing Manager,(310) 450-4050,tjones@opcc.net,SPA 5,SD 3,NA,701702,40, ,37, , 
397,M,92.5,A,"505 Olympic Blvd, Santa Monica, CA, 90401",1,-118.489294,34.013308,066-008124,ES,OPCC,Samoshel,N,Facility-based beds,SMF,Individual,NA,Chronically Homeless,Yes,0.64,505 Olympic Blvd., ,Santa Monica,90404,63384,Luther Richert,Project Director,(310) 566-4326,lrichert@opcc.net,SPA 5,SD 3,NA,701900,70, ,45, , 
398,M,92.5,A,"905 Pico Blvd, Santa Monica, CA, 90405",1,-118.481728,34.013067,017-003364,TH,"CLARE Foundation, Inc.",The Sober Inn,C,0,SF,Individual,NA,Substance Abusers,Yes,0.83,905 Pico Blvd., ,Santa Monica,90404,63384,Michael Robinson,Program Director,(310) 314-6200,mrobinson@clarefoundation.org,SPA 5,SD 3,NA,701802,18, ,15, , 
399,M,100,A,"1435 W 223rd St, Los Angeles, CA, 90501",1,-118.302321,33.82459,021-005809,PSH,Homes for Life Foundation,Harbor Gateway Homes,C,0,SMF,Individual,NA,Mentally Ill,Yes,0.89,1435 W. 223rd Street, ,Los Angeles,90501,62118,Deborah Gibson,Executive Assitant,(310) 337-7417,dgibson@homesforlife.org,SPA 8,SD 4,CD 15,293202,18, ,16, , 
400,M,100,A,"10155 Colima Rd, Whittier, CA, 90603",1,-118.010511,33.943793,373-015052,RRH,The Whole Child,FSC Rapid Re-Housing,N,0,HC,Family,NA,NA,Yes,1,10155 COLIMA RD, ,Whittier,90603,64074,Vanessa Sedano,,(562) 236-4692,,SPA 7,SD 4,NA,503301,13, ,13, , 
401,M,92.5,A,"1453 16th St, Santa Monica, CA, 90404",1,-118.482927,34.024955,066-008109,PSH,OPCC,S+C Tenant Based Project (Santa Monica) - HACLA 1,C,0,SMF,Individual,NA,Chronically Homeless,Yes,0.95,1453 16th Street, ,Santa Monica,90405,63384,Cheron Zekavat,Project Director,(310) 450-0650,czekavat@opcc.net,SPA 5,SD 3,NA,701702,76, ,72, , 
402,M,100,A,"10155 Colima Rd, Whittier, CA, 90603",1,-118.010511,33.943793,373-011800,TH,The Whole Child (formerly Rio Hondo Temporary Home),TWC Family Housing Program,C,0,HC,Family,NA,NA,Yes,0.09,10155 COLIMA RD, ,Whittier,90603,64074,Charlene Dimas-Peinado,Chief Executive Officer,(562) 692-0383,cdimas@thewholechild.info,SPA 7,SD 4,NA,503301,67, ,6, , 
403,M,100,A,"10155 Colima Rd, Whittier, CA, 90603",1,-118.010511,33.943793,373-015054,RRH,The Whole Child,First 5 LA Rental Assistance RRH Round 2,C,0,HC,Family,NA, ,No,1,10155 COLIMA RD, ,Whittier,90603,64074,Vanessa Sedano,,(562) 236-4692,,SPA 7,SD 4,NA,503301,82, ,82, , 
404,M,100,A,"10155 Colima Rd, Whittier, CA, 90603",1,-118.010511,33.943793,373-015050,OPH,The Whole Child (formerly Rio Hondo Temporary Home),Homeless Section 8 Voucher Program (HACoLA),C,0,HC,Family,NA,NA,Yes,1,10155 COLIMA RD, ,Whittier,90603,64074,Charlene Dimas-Peinado,Chief Executive Officer,(562) 692-0383,cdimas@thewholechild.info,SPA 7,SD 4,NA,503301,83, ,83, , 
405,M,100,A,"13931 Coteau Dr, Whittier, CA, 90604",1,-118.035039,33.922448,144-010905,TH,United Friends of the Children,Pathways to Independence,C,0,SMF,Youth,NA,Youth (Emancipated Foster Youth),Yes,1.08,13931 COTEAU DR, ,Whittier,90604,64074,Roshe Malkuti,Program Director,(213) 580-1830,Roshe@UnitedFriends.org,SPA 7,SD 4,NA,503101,60, ,65, , 
406,M,100,A,"10155 Colima Rd, Whittier, CA, 90603",1,-118.010511,33.943793,373-015057,ES,The Whole Child,Coordinated Assessment Motel Vouchers,C,Voucher beds,SMF+HC,Family,NA, ,Yes,1,10155 COLIMA RD, ,Whittier,90603,64074,Vanessa Sedano,,(562) 236-4692,,SPA 7,SD 4,NA,503301,62, ,62, , 
407,M,89.04,A,"1751 Cloverfield Blvd, Santa Monica, CA, 90404",1,-118.470587,34.025825,066-008117,SH,OPCC,Westside Safe Haven,C,0,SMF,Individual,NA,Multi-Diagnosed,Yes,0.96,1751 Cloverfield Avenue, ,Santa Monica,90404,63384,Andy Schwich,Project Director,(310) 883-1241,aschwich@opcc.net,SPA 5,SD 3,NA,701801,25, ,24, , 
408,M,89.04,A,"1751 Cloverfield Blvd, Santa Monica, CA, 90404",1,-118.470587,34.025825,066-008103,TH,OPCC,Daybreak Transitional,C,0,SF,Individual,NA,Chronically Homeless,Yes,0.95,1751 Cloverfield Avenue, ,Santa Monica,90404,63384,Cheron Zekavat,Project Director,(310) 450-0650,czekavat@opcc.net,SPA 5,SD 3,NA,701801,20, ,19, , 
409,M,100,A,"12044 Walnut St, Norwalk, CA, 90650",1,-118.076257,33.904533,110-009604,PSH,The Serra Project,CHOISS Program - SPA 7 (b),C,0,SMF+HC,Family,HIV,Multi-Diagnosed,Yes,0.91,12044 WALNUT ST, ,Norwalk,90650,62490,Erik Enriquez,CHOISS Program Manager,(323) 344-4861,eenriquez@alliancehh.org,SPA 4,SD 3,NA,552200,22, ,20, , 
410,M,100,A,"9718 Harvard St, Bellflower, CA, 90706",1,-118.126739,33.888373,271-006450,TH,Little House,Residential Services,C,0,SF,Individual,DV,Substance Abusers,No,0.93,9718 Harvard St., ,Bellflower,90706,60288,Sherrie Miranda,Sr Case Mgr,(562) 925-2777,smiranda@littlehouseinc.org,SPA 7,SD 4,NA,554002,28, ,26, , 
411,M,100,A,"14029 Harvest Ave, Norwalk, CA, 90650",1,-118.092355,33.903712,021-005810,RRH,Homes for Life Foundation,Harvest House,C,0,SMF,Individual,NA,Mentally Ill,Yes,1,14029 Harvest Ave., ,Norwalk,90650,62490,Deborah Gibson,Executive Assistant,(310) 337-7417,dgibson@homesforlife.org,SPA 7,SD 4,NA,552100,6, ,6, , 
412,M,100,A,"11401 Bloomfield Ave, Norwalk, CA, 90650",1,-118.064017,33.928267,021-005808,PSH,Homes for Life Foundation,Elm Street Homes,C,0,SMF,Individual,NA,Mentally Ill,Yes,0.75,11401 Bloomfield Ave., ,Norwalk,90650,62490,Robert Simon,Program Manager,(310) 337-7417,hflfrsimon@msn.com,SPA 7,SD 4,NA,550000,8, ,6, , 
413,M,100,A,"11401 Bloomfield Ave, Norwalk, CA, 90650",1,-118.064017,33.928267,021-005806,TH,Homes for Life Foundation,Cedar Street Homes,C,0,SMF,Individual,NA,NA,Yes,0.79,11401 Bloomfield Ave., ,Norwalk,90650,62490,Sandra Arreola,Intake/Discharge Coordinator,(562) 207-9660,sarreola@homesforlife.org,SPA 7,SD 4,NA,550000,38, ,30, , 
414,M,100,PP, ,1,-118.120783,33.84703,073-010500,ES,Su Casa - Ending Domestic Violence,Crisis Shelter,C,Facility-based beds,SFHC,Family,DV,NA,No,0.5,Confidential, ,Lakewood,90714,61890,Anna Conti,Emergency Shelter Manager,(562) 402-4888,anna@sucasadv.org,SPA 7,SD 4,NA,554900,22, ,11, , 
415,M,100,A,"11401 Bloomfield Ave, Norwalk, CA, 90650",1,-118.064017,33.928267,021-005804,PSH,Homes for Life Foundation,Birch Grove Homes,C,0,SMF,Individual,NA,Mentally Ill,Yes,0.9,11401 Bloomfield Ave., ,Norwalk,90650,62490,Robert Simon,Program Manager,(310) 337-7417,hflfrsimon@msn.com,SPA 7,SD 4,NA,550000,20, ,18, , 
416,M,100,PP, ,1,-118.129496,33.847079,073-010502,TH,Su Casa - Ending Domestic Violence,Transitional Housing,C,0,HC,Family,DV,NA,No,0.88,Confidential, ,Lakewood,90714,69037,Patricia Acevedo,Transitional Shelter Manager,(562) 461-3956,patricia@sucasadv.org,SPA 7,SD 4,NA,554900,24, ,21, , 
417,M,100,PP, ,1,-118.304099,33.797905,226-002500,TH,Casa de Los Angelitos,Casa de Los Angelitos,C,0,SF,Individual,DV,NA,No,1,Confidential, ,Harbor City,90710,69037,Agnes Pacios, ,(310) 325-8208,casaadmin@me.com,SPA 8,SD 2,NA,543603,6, ,6, , 
418,M,100,A,"11401 Bloomfield Ave, Norwalk, CA, 90650",1,-118.064017,33.928267,021-005817,PSH,Homes for Life Foundation,Elm Street Expansion,C,0,SMF,Individual,NA,Mentally Ill,Yes,0.83,11401 Bloomfield Ave., ,Norwalk,90650,62490,Robert Simon,Program Manager,(310) 337-7417,hflfrsimon@msn.com,SPA 7,SD 4,NA,550000,6, ,5, , 
